TIME	TEMP
2015-1-13T0:59:31Z	3.687
2015-1-13T0:59:42Z	3.750
2015-1-13T0:59:53Z	3.687
2015-1-13T1:0:4Z	3.687
2015-1-13T1:0:15Z	3.625
2015-1-13T1:0:26Z	3.625
2015-1-13T1:0:37Z	3.625
2015-1-13T1:0:48Z	3.625
2015-1-13T1:0:59Z	3.687
2015-1-13T1:1:10Z	3.625
2015-1-13T1:1:21Z	3.625
2015-1-13T1:1:32Z	3.625
2015-1-13T1:1:43Z	3.625
2015-1-13T1:1:54Z	3.625
2015-1-13T1:2:6Z	3.625
2015-1-13T1:2:17Z	3.625
2015-1-13T1:2:28Z	3.625
2015-1-13T1:2:39Z	3.625
2015-1-13T1:2:50Z	3.625
2015-1-13T1:3:1Z	3.687
2015-1-13T1:3:12Z	3.687
2015-1-13T1:3:23Z	3.687
2015-1-13T1:3:34Z	3.625
2015-1-13T1:3:45Z	3.625
2015-1-13T1:3:56Z	3.562
2015-1-13T1:4:7Z	3.562
2015-1-13T1:4:18Z	3.500
2015-1-13T1:4:29Z	3.562
2015-1-13T1:4:41Z	3.562
2015-1-13T1:4:52Z	3.562
2015-1-13T1:5:3Z	3.562
2015-1-13T1:5:14Z	3.562
2015-1-13T1:5:25Z	3.562
2015-1-13T1:5:36Z	3.625
2015-1-13T1:5:47Z	3.562
2015-1-13T1:5:58Z	3.562
2015-1-13T1:6:9Z	3.500
2015-1-13T1:6:20Z	3.562
2015-1-13T1:6:31Z	3.562
2015-1-13T1:6:42Z	3.562
2015-1-13T1:6:53Z	3.500
2015-1-13T1:7:5Z	3.562
2015-1-13T1:7:16Z	3.562
2015-1-13T1:7:27Z	3.562
2015-1-13T1:7:38Z	3.625
2015-1-13T1:7:49Z	3.625
2015-1-13T1:8:0Z	3.625
2015-1-13T1:8:11Z	3.625
2015-1-13T1:8:22Z	3.562
2015-1-13T1:8:33Z	3.562
2015-1-13T1:8:44Z	3.562
2015-1-13T1:8:55Z	3.562
2015-1-13T1:9:6Z	3.562
2015-1-13T1:9:17Z	3.562
2015-1-13T1:9:28Z	3.562
2015-1-13T1:9:40Z	3.562
2015-1-13T1:9:51Z	3.562
2015-1-13T1:10:2Z	3.562
2015-1-13T1:10:13Z	3.625
2015-1-13T1:10:24Z	3.562
2015-1-13T1:10:35Z	3.625
2015-1-13T1:10:46Z	3.625
2015-1-13T1:10:57Z	3.687
2015-1-13T1:11:8Z	3.687
2015-1-13T1:11:19Z	3.687
2015-1-13T1:11:30Z	3.687
2015-1-13T1:11:41Z	3.625
2015-1-13T1:11:52Z	3.562
2015-1-13T1:12:3Z	3.625
2015-1-13T1:12:15Z	3.625
2015-1-13T1:12:26Z	3.625
2015-1-13T1:12:37Z	3.625
2015-1-13T1:12:48Z	3.687
2015-1-13T1:12:59Z	3.687
2015-1-13T1:13:10Z	3.687
2015-1-13T1:13:21Z	3.687
2015-1-13T1:13:32Z	3.750
2015-1-13T1:13:43Z	3.750
2015-1-13T1:13:54Z	3.750
2015-1-13T1:14:5Z	3.750
2015-1-13T1:14:16Z	3.750
2015-1-13T1:14:27Z	3.750
2015-1-13T1:14:38Z	3.687
2015-1-13T1:14:50Z	3.687
2015-1-13T1:15:1Z	3.687
2015-1-13T1:15:12Z	3.687
2015-1-13T1:15:23Z	3.687
2015-1-13T1:15:34Z	3.687
2015-1-13T1:15:45Z	3.687
2015-1-13T1:15:56Z	3.687
2015-1-13T1:16:7Z	3.750
2015-1-13T1:16:18Z	3.812
2015-1-13T1:16:29Z	3.812
2015-1-13T1:16:40Z	3.812
2015-1-13T1:16:51Z	3.750
2015-1-13T1:17:2Z	3.750
2015-1-13T1:17:13Z	3.750
2015-1-13T1:17:25Z	3.750
2015-1-13T1:17:36Z	3.750
2015-1-13T1:17:47Z	3.750
2015-1-13T1:17:58Z	3.750
2015-1-13T1:18:9Z	3.687
2015-1-13T1:18:20Z	3.687
2015-1-13T1:18:31Z	3.625
2015-1-13T1:18:42Z	3.625
2015-1-13T1:18:53Z	3.625
2015-1-13T1:19:4Z	3.625
2015-1-13T1:19:15Z	3.625
2015-1-13T1:19:26Z	3.625
2015-1-13T1:19:37Z	3.562
2015-1-13T1:19:48Z	3.562
2015-1-13T1:20:0Z	3.625
2015-1-13T1:20:11Z	3.625
2015-1-13T1:20:22Z	3.625
2015-1-13T1:20:33Z	3.625
2015-1-13T1:20:44Z	3.625
2015-1-13T1:20:55Z	3.625
2015-1-13T1:21:6Z	3.625
2015-1-13T1:21:17Z	3.562
2015-1-13T1:21:28Z	3.562
2015-1-13T1:21:39Z	3.562
2015-1-13T1:21:50Z	3.562
2015-1-13T1:22:1Z	3.562
2015-1-13T1:22:12Z	3.562
2015-1-13T1:22:23Z	3.625
2015-1-13T1:22:35Z	3.562
2015-1-13T1:22:46Z	3.625
2015-1-13T1:22:57Z	3.625
2015-1-13T1:23:8Z	3.625
2015-1-13T1:23:19Z	3.625
2015-1-13T1:23:30Z	3.625
2015-1-13T1:23:41Z	3.625
2015-1-13T1:23:52Z	3.625
2015-1-13T1:24:3Z	3.562
2015-1-13T1:24:14Z	3.625
2015-1-13T1:24:25Z	3.625
2015-1-13T1:24:36Z	3.625
2015-1-13T1:24:47Z	3.625
2015-1-13T1:24:58Z	3.625
2015-1-13T1:25:9Z	3.625
2015-1-13T1:25:21Z	3.625
2015-1-13T1:25:32Z	3.625
2015-1-13T1:25:43Z	3.562
2015-1-13T1:25:54Z	3.625
2015-1-13T1:26:5Z	3.625
2015-1-13T1:26:16Z	3.625
2015-1-13T1:26:27Z	3.687
2015-1-13T1:26:38Z	3.625
2015-1-13T1:26:49Z	3.687
2015-1-13T1:27:0Z	3.625
2015-1-13T1:27:11Z	3.625
2015-1-13T1:27:22Z	3.625
2015-1-13T1:27:33Z	3.562
2015-1-13T1:27:44Z	3.562
2015-1-13T1:27:56Z	3.500
2015-1-13T1:28:7Z	3.500
2015-1-13T1:28:18Z	3.500
2015-1-13T1:28:29Z	3.500
2015-1-13T1:28:40Z	3.500
2015-1-13T1:28:51Z	3.500
2015-1-13T1:29:2Z	3.562
2015-1-13T1:29:13Z	3.562
2015-1-13T1:29:24Z	3.562
2015-1-13T1:29:35Z	3.562
2015-1-13T1:29:46Z	3.562
2015-1-13T1:29:57Z	3.562
2015-1-13T1:30:8Z	3.625
2015-1-13T1:30:19Z	3.625
2015-1-13T1:30:30Z	3.625
2015-1-13T1:30:42Z	3.625
2015-1-13T1:30:53Z	3.562
2015-1-13T1:31:4Z	3.625
2015-1-13T1:31:15Z	3.562
2015-1-13T1:31:26Z	3.562
2015-1-13T1:31:37Z	3.625
2015-1-13T1:31:48Z	3.562
2015-1-13T1:31:59Z	3.562
2015-1-13T1:32:10Z	3.500
2015-1-13T1:32:21Z	3.437
2015-1-13T1:32:32Z	3.500
2015-1-13T1:32:43Z	3.437
2015-1-13T1:32:54Z	3.437
2015-1-13T1:33:5Z	3.500
2015-1-13T1:33:17Z	3.500
2015-1-13T1:33:28Z	3.500
2015-1-13T1:33:39Z	3.500
2015-1-13T1:33:50Z	3.500
2015-1-13T1:34:1Z	3.500
2015-1-13T1:34:12Z	3.437
2015-1-13T1:34:23Z	3.500
2015-1-13T1:34:34Z	3.500
2015-1-13T1:34:45Z	3.500
2015-1-13T1:34:56Z	3.437
2015-1-13T1:35:7Z	3.437
2015-1-13T1:35:18Z	3.375
2015-1-13T1:35:29Z	3.437
2015-1-13T1:35:40Z	3.375
2015-1-13T1:35:51Z	3.437
2015-1-13T1:36:3Z	3.437
2015-1-13T1:36:14Z	3.437
2015-1-13T1:36:25Z	3.437
2015-1-13T1:36:36Z	3.500
2015-1-13T1:36:47Z	3.500
2015-1-13T1:36:58Z	3.500
2015-1-13T1:37:9Z	3.500
2015-1-13T1:37:20Z	3.500
2015-1-13T1:37:31Z	3.500
2015-1-13T1:37:42Z	3.500
2015-1-13T1:37:53Z	3.437
2015-1-13T1:38:4Z	3.437
2015-1-13T1:38:15Z	3.437
2015-1-13T1:38:26Z	3.437
2015-1-13T1:38:37Z	3.437
2015-1-13T1:38:49Z	3.437
2015-1-13T1:39:0Z	3.375
2015-1-13T1:39:11Z	3.375
2015-1-13T1:39:22Z	3.437
2015-1-13T1:39:33Z	3.437
2015-1-13T1:39:44Z	3.437
2015-1-13T1:39:55Z	3.437
2015-1-13T1:40:6Z	3.437
2015-1-13T1:40:17Z	3.437
2015-1-13T1:40:28Z	3.500
2015-1-13T1:40:39Z	3.500
2015-1-13T1:40:50Z	3.500
2015-1-13T1:41:1Z	3.500
2015-1-13T1:41:12Z	3.500
2015-1-13T1:41:23Z	3.500
2015-1-13T1:41:35Z	3.500
2015-1-13T1:41:46Z	3.437
2015-1-13T1:41:57Z	3.500
2015-1-13T1:42:8Z	3.437
2015-1-13T1:42:19Z	3.500
2015-1-13T1:42:30Z	3.500
2015-1-13T1:42:41Z	3.500
2015-1-13T1:42:52Z	3.437
2015-1-13T1:43:3Z	3.437
2015-1-13T1:43:14Z	3.437
2015-1-13T1:43:25Z	3.437
2015-1-13T1:43:36Z	3.437
2015-1-13T1:43:47Z	3.437
2015-1-13T1:43:58Z	3.375
2015-1-13T1:44:10Z	3.375
2015-1-13T1:44:21Z	3.437
2015-1-13T1:44:32Z	3.375
2015-1-13T1:44:43Z	3.375
2015-1-13T1:44:54Z	3.375
2015-1-13T1:45:5Z	3.375
2015-1-13T1:45:16Z	3.375
2015-1-13T1:45:27Z	3.375
2015-1-13T1:45:38Z	3.437
2015-1-13T1:45:49Z	3.437
2015-1-13T1:46:0Z	3.437
2015-1-13T1:46:11Z	3.437
2015-1-13T1:46:22Z	3.375
2015-1-13T1:46:33Z	3.437
2015-1-13T1:46:44Z	3.375
2015-1-13T1:46:56Z	3.375
2015-1-13T1:47:7Z	3.437
2015-1-13T1:47:18Z	3.375
2015-1-13T1:47:29Z	3.375
2015-1-13T1:47:40Z	3.375
2015-1-13T1:47:51Z	3.312
2015-1-13T1:48:2Z	3.312
2015-1-13T1:48:13Z	3.312
2015-1-13T1:48:24Z	3.250
2015-1-13T1:48:35Z	3.250
2015-1-13T1:48:46Z	3.187
2015-1-13T1:48:57Z	3.187
2015-1-13T1:49:8Z	3.187
2015-1-13T1:49:19Z	3.187
2015-1-13T1:49:30Z	3.125
2015-1-13T1:49:42Z	3.125
2015-1-13T1:49:53Z	3.187
2015-1-13T1:50:4Z	3.187
2015-1-13T1:50:15Z	3.187
2015-1-13T1:50:26Z	3.250
2015-1-13T1:50:37Z	3.250
2015-1-13T1:50:48Z	3.250
2015-1-13T1:50:59Z	3.250
2015-1-13T1:51:10Z	3.250
2015-1-13T1:51:21Z	3.312
2015-1-13T1:51:32Z	3.250
2015-1-13T1:51:43Z	3.375
2015-1-13T1:51:54Z	3.375
2015-1-13T1:52:5Z	3.375
2015-1-13T1:52:17Z	3.375
2015-1-13T1:52:28Z	3.312
2015-1-13T1:52:39Z	3.312
2015-1-13T1:52:50Z	3.312
2015-1-13T1:53:1Z	3.250
2015-1-13T1:53:12Z	3.312
2015-1-13T1:53:23Z	3.375
2015-1-13T1:53:34Z	3.375
2015-1-13T1:53:45Z	3.375
2015-1-13T1:53:56Z	3.312
2015-1-13T1:54:7Z	3.312
2015-1-13T1:54:18Z	3.312
2015-1-13T1:54:29Z	3.312
2015-1-13T1:54:40Z	3.312
2015-1-13T1:54:52Z	3.312
2015-1-13T1:55:3Z	3.312
2015-1-13T1:55:14Z	3.312
2015-1-13T1:55:25Z	3.312
2015-1-13T1:55:36Z	3.312
2015-1-13T1:55:47Z	3.312
2015-1-13T1:55:58Z	3.312
2015-1-13T1:56:9Z	3.312
2015-1-13T1:56:20Z	3.312
2015-1-13T1:56:31Z	3.375
2015-1-13T1:56:42Z	3.375
2015-1-13T1:56:53Z	3.375
2015-1-13T1:57:4Z	3.375
2015-1-13T1:57:15Z	3.375
2015-1-13T1:57:27Z	3.375
2015-1-13T1:57:38Z	3.437
2015-1-13T1:57:49Z	3.375
2015-1-13T1:58:0Z	3.375
2015-1-13T1:58:11Z	3.375
2015-1-13T1:58:22Z	3.375
2015-1-13T1:58:33Z	3.312
2015-1-13T1:58:44Z	3.312
2015-1-13T1:58:55Z	3.312
2015-1-13T1:59:6Z	3.250
2015-1-13T1:59:17Z	3.312
2015-1-13T1:59:28Z	3.312
2015-1-13T1:59:39Z	3.312
2015-1-13T1:59:50Z	3.312
2015-1-13T2:0:2Z	3.312
2015-1-13T2:0:13Z	3.312
2015-1-13T2:0:24Z	3.250
2015-1-13T2:0:35Z	3.250
2015-1-13T2:0:46Z	3.312
2015-1-13T2:0:57Z	3.312
2015-1-13T2:1:8Z	3.312
2015-1-13T2:1:19Z	3.250
2015-1-13T2:1:30Z	3.250
2015-1-13T2:1:41Z	3.187
2015-1-13T2:1:52Z	3.250
2015-1-13T2:2:3Z	3.250
2015-1-13T2:2:14Z	3.250
2015-1-13T2:2:25Z	3.250
2015-1-13T2:2:37Z	3.250
2015-1-13T2:2:48Z	3.250
2015-1-13T2:2:59Z	3.187
2015-1-13T2:3:10Z	3.187
2015-1-13T2:3:21Z	3.187
2015-1-13T2:3:32Z	3.187
2015-1-13T2:3:43Z	3.250
2015-1-13T2:3:54Z	3.250
2015-1-13T2:4:5Z	3.250
2015-1-13T2:4:16Z	3.250
2015-1-13T2:4:27Z	3.312
2015-1-13T2:4:38Z	3.312
2015-1-13T2:4:49Z	3.250
2015-1-13T2:5:0Z	3.187
2015-1-13T2:5:12Z	3.187
2015-1-13T2:5:23Z	3.187
2015-1-13T2:5:34Z	3.187
2015-1-13T2:5:45Z	3.187
2015-1-13T2:5:56Z	3.187
2015-1-13T2:6:7Z	3.250
2015-1-13T2:6:18Z	3.187
2015-1-13T2:6:29Z	3.187
2015-1-13T2:6:40Z	3.187
2015-1-13T2:6:51Z	3.187
2015-1-13T2:7:2Z	3.187
2015-1-13T2:7:13Z	3.187
2015-1-13T2:7:24Z	3.187
2015-1-13T2:7:35Z	3.187
2015-1-13T2:7:47Z	3.250
2015-1-13T2:7:58Z	3.187
2015-1-13T2:8:9Z	3.187
2015-1-13T2:8:20Z	3.187
2015-1-13T2:8:31Z	3.250
2015-1-13T2:8:42Z	3.250
2015-1-13T2:8:53Z	3.250
2015-1-13T2:9:4Z	3.250
2015-1-13T2:9:15Z	3.250
2015-1-13T2:9:26Z	3.250
2015-1-13T2:9:37Z	3.187
2015-1-13T2:9:48Z	3.187
2015-1-13T2:9:59Z	3.187
2015-1-13T2:10:11Z	3.187
2015-1-13T2:10:22Z	3.125
2015-1-13T2:10:33Z	3.125
2015-1-13T2:10:44Z	3.187
2015-1-13T2:10:55Z	3.187
2015-1-13T2:11:6Z	3.187
2015-1-13T2:11:17Z	3.187
2015-1-13T2:11:28Z	3.187
2015-1-13T2:11:39Z	3.125
2015-1-13T2:11:50Z	3.125
2015-1-13T2:12:1Z	3.125
2015-1-13T2:12:12Z	3.187
2015-1-13T2:12:23Z	3.125
2015-1-13T2:12:34Z	3.125
2015-1-13T2:12:45Z	3.125
2015-1-13T2:12:57Z	3.125
2015-1-13T2:13:8Z	3.125
2015-1-13T2:13:19Z	3.125
2015-1-13T2:13:30Z	3.187
2015-1-13T2:13:41Z	3.125
2015-1-13T2:13:52Z	3.125
2015-1-13T2:14:3Z	3.125
2015-1-13T2:14:14Z	3.125
2015-1-13T2:14:25Z	3.062
2015-1-13T2:14:36Z	3.062
2015-1-13T2:14:47Z	3.062
2015-1-13T2:14:58Z	3.062
2015-1-13T2:15:9Z	3.062
2015-1-13T2:15:21Z	3.062
2015-1-13T2:15:32Z	3.125
2015-1-13T2:15:43Z	3.125
2015-1-13T2:15:54Z	3.062
2015-1-13T2:16:5Z	3.062
2015-1-13T2:16:16Z	3.062
2015-1-13T2:16:27Z	3.000
2015-1-13T2:16:38Z	3.000
2015-1-13T2:16:49Z	3.062
2015-1-13T2:17:0Z	3.062
2015-1-13T2:17:11Z	3.062
2015-1-13T2:17:22Z	3.000
2015-1-13T2:17:33Z	3.000
2015-1-13T2:17:44Z	3.000
2015-1-13T2:17:56Z	3.000
2015-1-13T2:18:7Z	3.000
2015-1-13T2:18:18Z	3.000
2015-1-13T2:18:29Z	3.000
2015-1-13T2:18:40Z	3.000
2015-1-13T2:18:51Z	3.062
2015-1-13T2:19:2Z	3.062
2015-1-13T2:19:13Z	3.062
2015-1-13T2:19:24Z	3.125
2015-1-13T2:19:35Z	3.062
2015-1-13T2:19:46Z	3.062
2015-1-13T2:19:57Z	3.062
2015-1-13T2:20:8Z	3.125
2015-1-13T2:20:19Z	3.125
2015-1-13T2:20:31Z	3.125
2015-1-13T2:20:42Z	3.125
2015-1-13T2:20:53Z	3.125
2015-1-13T2:21:4Z	3.125
2015-1-13T2:21:15Z	3.125
2015-1-13T2:21:26Z	3.125
2015-1-13T2:21:37Z	3.125
2015-1-13T2:21:48Z	3.125
2015-1-13T2:21:59Z	3.125
2015-1-13T2:22:10Z	3.187
2015-1-13T2:22:21Z	3.125
2015-1-13T2:22:32Z	3.125
2015-1-13T2:22:43Z	3.187
2015-1-13T2:22:54Z	3.125
2015-1-13T2:23:6Z	3.125
2015-1-13T2:23:17Z	3.125
2015-1-13T2:23:28Z	3.125
2015-1-13T2:23:39Z	3.125
2015-1-13T2:23:50Z	3.125
2015-1-13T2:24:1Z	3.062
2015-1-13T2:24:12Z	3.062
2015-1-13T2:24:23Z	3.062
2015-1-13T2:24:34Z	3.062
2015-1-13T2:24:45Z	3.062
2015-1-13T2:24:56Z	3.062
2015-1-13T2:25:7Z	3.062
2015-1-13T2:25:18Z	3.062
2015-1-13T2:25:29Z	3.062
2015-1-13T2:25:40Z	3.062
2015-1-13T2:25:52Z	3.000
2015-1-13T2:26:3Z	3.062
2015-1-13T2:26:14Z	3.062
2015-1-13T2:26:25Z	3.062
2015-1-13T2:26:36Z	3.062
2015-1-13T2:26:47Z	3.062
2015-1-13T2:26:58Z	3.125
2015-1-13T2:27:9Z	3.125
2015-1-13T2:27:20Z	3.125
2015-1-13T2:27:31Z	3.125
2015-1-13T2:27:42Z	3.062
2015-1-13T2:27:53Z	3.062
2015-1-13T2:28:4Z	3.062
2015-1-13T2:28:15Z	3.000
2015-1-13T2:28:27Z	3.000
2015-1-13T2:28:38Z	2.937
2015-1-13T2:28:49Z	2.937
2015-1-13T2:29:0Z	2.937
2015-1-13T2:29:11Z	2.937
2015-1-13T2:29:22Z	2.937
2015-1-13T2:29:33Z	2.937
2015-1-13T2:29:44Z	2.937
2015-1-13T2:29:55Z	2.937
2015-1-13T2:30:6Z	2.937
2015-1-13T2:30:17Z	2.937
2015-1-13T2:30:28Z	3.000
2015-1-13T2:30:39Z	3.000
2015-1-13T2:30:50Z	3.000
2015-1-13T2:31:1Z	3.062
2015-1-13T2:31:13Z	3.000
2015-1-13T2:31:24Z	3.000
2015-1-13T2:31:35Z	3.000
2015-1-13T2:31:46Z	3.000
2015-1-13T2:31:57Z	3.000
2015-1-13T2:32:8Z	3.000
2015-1-13T2:32:19Z	3.000
2015-1-13T2:32:30Z	3.000
2015-1-13T2:32:41Z	3.000
2015-1-13T2:32:52Z	3.000
2015-1-13T2:33:3Z	3.000
2015-1-13T2:33:14Z	3.000
2015-1-13T2:33:25Z	3.000
2015-1-13T2:33:36Z	3.000
2015-1-13T2:33:47Z	3.000
2015-1-13T2:33:59Z	3.000
2015-1-13T2:34:10Z	3.000
2015-1-13T2:34:21Z	3.000
2015-1-13T2:34:32Z	3.000
2015-1-13T2:34:43Z	3.000
2015-1-13T2:34:54Z	2.937
2015-1-13T2:35:5Z	2.937
2015-1-13T2:35:16Z	3.000
2015-1-13T2:35:27Z	3.000
2015-1-13T2:35:38Z	2.937
2015-1-13T2:35:49Z	2.937
2015-1-13T2:36:0Z	2.937
2015-1-13T2:36:11Z	2.937
2015-1-13T2:36:22Z	2.937
2015-1-13T2:36:33Z	2.937
2015-1-13T2:36:45Z	2.937
2015-1-13T2:36:56Z	2.937
2015-1-13T2:37:7Z	2.875
2015-1-13T2:37:18Z	2.875
2015-1-13T2:37:29Z	2.875
2015-1-13T2:37:40Z	2.937
2015-1-13T2:37:51Z	2.875
2015-1-13T2:38:2Z	2.937
2015-1-13T2:38:13Z	2.937
2015-1-13T2:38:24Z	3.000
2015-1-13T2:38:35Z	3.000
2015-1-13T2:38:46Z	2.937
2015-1-13T2:38:57Z	2.937
2015-1-13T2:39:8Z	2.875
2015-1-13T2:39:20Z	2.937
2015-1-13T2:39:31Z	2.937
2015-1-13T2:39:42Z	2.937
2015-1-13T2:39:53Z	2.937
2015-1-13T2:40:4Z	2.937
2015-1-13T2:40:15Z	2.937
2015-1-13T2:40:26Z	2.937
2015-1-13T2:40:37Z	2.875
2015-1-13T2:40:48Z	2.875
2015-1-13T2:40:59Z	2.875
2015-1-13T2:41:10Z	2.875
2015-1-13T2:41:21Z	2.937
2015-1-13T2:41:32Z	2.937
2015-1-13T2:41:43Z	3.000
2015-1-13T2:41:55Z	2.937
2015-1-13T2:42:6Z	2.937
2015-1-13T2:42:17Z	2.937
2015-1-13T2:42:28Z	2.937
2015-1-13T2:42:39Z	2.937
2015-1-13T2:42:50Z	2.937
2015-1-13T2:43:1Z	2.875
2015-1-13T2:43:12Z	2.937
2015-1-13T2:43:23Z	2.937
2015-1-13T2:43:34Z	2.875
2015-1-13T2:43:45Z	2.875
2015-1-13T2:43:56Z	2.875
2015-1-13T2:44:7Z	2.875
2015-1-13T2:44:18Z	2.875
2015-1-13T2:44:30Z	2.875
2015-1-13T2:44:41Z	2.937
2015-1-13T2:44:52Z	2.937
2015-1-13T2:45:3Z	2.875
2015-1-13T2:45:14Z	2.937
2015-1-13T2:45:25Z	2.875
2015-1-13T2:45:36Z	2.812
2015-1-13T2:45:47Z	2.812
2015-1-13T2:45:58Z	2.812
2015-1-13T2:46:9Z	2.750
2015-1-13T2:46:20Z	2.750
2015-1-13T2:46:31Z	2.750
2015-1-13T2:46:42Z	2.750
2015-1-13T2:46:53Z	2.750
2015-1-13T2:47:5Z	2.812
2015-1-13T2:47:16Z	2.812
2015-1-13T2:47:27Z	2.812
2015-1-13T2:47:38Z	2.812
2015-1-13T2:47:49Z	2.750
2015-1-13T2:48:0Z	2.750
2015-1-13T2:48:11Z	2.812
2015-1-13T2:48:22Z	2.812
2015-1-13T2:48:33Z	2.812
2015-1-13T2:48:45Z	2.750
2015-1-13T2:48:56Z	2.812
2015-1-13T2:49:7Z	2.812
2015-1-13T2:49:18Z	2.750
2015-1-13T2:49:29Z	2.750
2015-1-13T2:49:40Z	2.750
2015-1-13T2:49:51Z	2.750
2015-1-13T2:50:2Z	2.750
2015-1-13T2:50:13Z	2.750
2015-1-13T2:50:24Z	2.750
2015-1-13T2:50:35Z	2.750
2015-1-13T2:50:46Z	2.750
2015-1-13T2:50:57Z	2.750
2015-1-13T2:51:9Z	2.812
2015-1-13T2:51:20Z	2.812
2015-1-13T2:51:31Z	2.750
2015-1-13T2:51:42Z	2.750
2015-1-13T2:51:53Z	2.750
2015-1-13T2:52:4Z	2.750
2015-1-13T2:52:15Z	2.750
2015-1-13T2:52:26Z	2.687
2015-1-13T2:52:37Z	2.687
2015-1-13T2:52:48Z	2.687
2015-1-13T2:52:59Z	2.687
2015-1-13T2:53:10Z	2.687
2015-1-13T2:53:21Z	2.687
2015-1-13T2:53:32Z	2.687
2015-1-13T2:53:44Z	2.750
2015-1-13T2:53:55Z	2.750
2015-1-13T2:54:6Z	2.750
2015-1-13T2:54:17Z	2.750
2015-1-13T2:54:28Z	2.750
2015-1-13T2:54:39Z	2.812
2015-1-13T2:54:50Z	2.750
2015-1-13T2:55:1Z	2.750
2015-1-13T2:55:12Z	2.750
2015-1-13T2:55:23Z	2.750
2015-1-13T2:55:34Z	2.750
2015-1-13T2:55:45Z	2.687
2015-1-13T2:55:56Z	2.687
2015-1-13T2:56:7Z	2.687
2015-1-13T2:56:18Z	2.687
2015-1-13T2:56:30Z	2.687
2015-1-13T2:56:41Z	2.750
2015-1-13T2:56:52Z	2.750
2015-1-13T2:57:3Z	2.687
2015-1-13T2:57:14Z	2.750
2015-1-13T2:57:25Z	2.750
2015-1-13T2:57:36Z	2.750
2015-1-13T2:57:47Z	2.687
2015-1-13T2:57:58Z	2.750
2015-1-13T2:58:9Z	2.750
2015-1-13T2:58:20Z	2.750
2015-1-13T2:58:31Z	2.750
2015-1-13T2:58:42Z	2.687
2015-1-13T2:58:53Z	2.687
2015-1-13T2:59:5Z	2.687
2015-1-13T2:59:16Z	2.750
2015-1-13T2:59:27Z	2.750
2015-1-13T2:59:38Z	2.687
2015-1-13T2:59:49Z	2.687
2015-1-13T3:0:0Z	2.687
2015-1-13T3:0:11Z	2.750
2015-1-13T3:0:22Z	2.750
2015-1-13T3:0:33Z	2.750
2015-1-13T3:0:44Z	2.750
2015-1-13T3:0:55Z	2.750
2015-1-13T3:1:6Z	2.687
2015-1-13T3:1:17Z	2.687
2015-1-13T3:1:29Z	2.750
2015-1-13T3:1:40Z	2.687
2015-1-13T3:1:51Z	2.687
2015-1-13T3:2:2Z	2.687
2015-1-13T3:2:13Z	2.687
2015-1-13T3:2:24Z	2.687
2015-1-13T3:2:35Z	2.687
2015-1-13T3:2:46Z	2.750
2015-1-13T3:2:57Z	2.687
2015-1-13T3:3:8Z	2.687
2015-1-13T3:3:19Z	2.687
2015-1-13T3:3:30Z	2.687
2015-1-13T3:3:41Z	2.687
2015-1-13T3:3:52Z	2.687
2015-1-13T3:4:4Z	2.750
2015-1-13T3:4:15Z	2.687
2015-1-13T3:4:26Z	2.687
2015-1-13T3:4:37Z	2.687
2015-1-13T3:4:48Z	2.750
2015-1-13T3:4:59Z	2.750
2015-1-13T3:5:10Z	2.750
2015-1-13T3:5:21Z	2.750
2015-1-13T3:5:32Z	2.750
2015-1-13T3:5:43Z	2.812
2015-1-13T3:5:54Z	2.812
2015-1-13T3:6:5Z	2.812
2015-1-13T3:6:16Z	2.812
2015-1-13T3:6:27Z	2.812
2015-1-13T3:6:39Z	2.812
2015-1-13T3:6:50Z	2.812
2015-1-13T3:7:1Z	2.812
2015-1-13T3:7:12Z	2.812
2015-1-13T3:7:23Z	2.750
2015-1-13T3:7:34Z	2.750
2015-1-13T3:7:45Z	2.750
2015-1-13T3:7:56Z	2.687
2015-1-13T3:8:7Z	2.750
2015-1-13T3:8:18Z	2.687
2015-1-13T3:8:29Z	2.750
2015-1-13T3:8:40Z	2.750
2015-1-13T3:8:51Z	2.687
2015-1-13T3:9:2Z	2.687
2015-1-13T3:9:14Z	2.750
2015-1-13T3:9:25Z	2.750
2015-1-13T3:9:36Z	2.750
2015-1-13T3:9:47Z	2.750
2015-1-13T3:9:58Z	2.687
2015-1-13T3:10:9Z	2.625
2015-1-13T3:10:20Z	2.625
2015-1-13T3:10:31Z	2.687
2015-1-13T3:10:42Z	2.687
2015-1-13T3:10:53Z	2.687
2015-1-13T3:11:4Z	2.687
2015-1-13T3:11:15Z	2.750
2015-1-13T3:11:26Z	2.687
2015-1-13T3:11:37Z	2.625
2015-1-13T3:11:49Z	2.562
2015-1-13T3:12:0Z	2.625
2015-1-13T3:12:11Z	2.625
2015-1-13T3:12:22Z	2.625
2015-1-13T3:12:33Z	2.625
2015-1-13T3:12:44Z	2.625
2015-1-13T3:12:55Z	2.625
2015-1-13T3:13:6Z	2.625
2015-1-13T3:13:17Z	2.625
2015-1-13T3:13:28Z	2.625
2015-1-13T3:13:39Z	2.625
2015-1-13T3:13:50Z	2.687
2015-1-13T3:14:1Z	2.625
2015-1-13T3:14:12Z	2.562
2015-1-13T3:14:24Z	2.562
2015-1-13T3:14:35Z	2.562
2015-1-13T3:14:46Z	2.562
2015-1-13T3:14:57Z	2.625
2015-1-13T3:15:8Z	2.625
